Test,Session,LapNumber,Driver,Team,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,Position,LapTimeSec,Sector1TimeSec,Sector2TimeSec,Sector3TimeSec
1,1,1.0,BOR,Audi,,,0 days 00:00:49.993000,0 days 00:00:28.535000,201.0,211.0,218.0,179.0,MEDIUM,1.0,True,,,,49.993,28.535
1,1,2.0,BOR,Audi,0 days 00:01:56.903000,0 days 00:00:37.452000,0 days 00:00:48.087000,0 days 00:00:31.364000,213.0,218.0,,218.0,MEDIUM,2.0,True,,116.903,37.452,48.087,31.364
1,1,3.0,BOR,Audi,,,0 days 00:00:48.822000,0 days 00:00:27.395000,213.0,219.0,219.0,164.0,MEDIUM,1.0,True,,,,48.822,27.395
1,1,4.0,BOR,Audi,0 days 00:01:55.686000,0 days 00:00:36.917000,0 days 00:00:48.441000,0 days 00:00:30.328000,214.0,219.0,,218.0,MEDIUM,2.0,True,,115.686,36.917,48.441,30.328
1,1,5.0,BOR,Audi,,,0 days 00:00:46.775000,0 days 00:00:25.681000,217.0,231.0,262.0,187.0,MEDIUM,3.0,False,,,,46.775,25.681
1,1,6.0,BOR,Audi,0 days 00:01:47.149000,0 days 00:00:32.688000,0 days 00:00:45.834000,0 days 00:00:28.627000,224.0,234.0,,288.0,MEDIUM,4.0,False,,107.149,32.688,45.834,28.627
1,1,7.0,BOR,Audi,0 days 00:02:21.032000,0 days 00:01:11.458000,0 days 00:00:45.138000,0 days 00:00:24.436000,218.0,236.0,295.0,190.0,MEDIUM,5.0,False,,141.032,71.458,45.138,24.436
1,1,8.0,BOR,Audi,0 days 00:01:44.846000,0 days 00:00:32.258000,0 days 00:00:44.634000,0 days 00:00:27.954000,220.0,237.0,,299.0,MEDIUM,6.0,False,,104.846,32.258,44.634,27.954
1,1,9.0,BOR,Audi,0 days 00:02:18.687000,0 days 00:01:08.928000,0 days 00:00:44.983000,0 days 00:00:24.776000,220.0,238.0,261.0,196.0,MEDIUM,7.0,False,,138.687,68.928,44.983,24.776
1,1,10.0,BOR,Audi,0 days 00:01:48.023000,0 days 00:00:34.392000,0 days 00:00:44.901000,0 days 00:00:28.730000,221.0,239.0,,286.0,MEDIUM,8.0,False,,108.023,34.392,44.901,28.73
1,1,11.0,BOR,Audi,,,0 days 00:00:48.300000,0 days 00:00:29.387000,212.0,214.0,301.0,117.0,MEDIUM,9.0,False,,,,48.3,29.387
1,1,12.0,BOR,Audi,0 days 00:01:45.712000,0 days 00:00:32.161000,0 days 00:00:44.751000,0 days 00:00:28.800000,217.0,219.0,,300.0,MEDIUM,10.0,False,,105.712,32.161,44.751,28.8
1,1,13.0,BOR,Audi,,0 days 00:01:20.826000,0 days 00:00:53.395000,0 days 00:00:26.579000,183.0,217.0,294.0,136.0,MEDIUM,10.0,False,,,80.826,53.395,26.579
1,1,14.0,BOR,Audi,0 days 00:01:41.044000,0 days 00:00:32.137000,0 days 00:00:44.614000,0 days 00:00:24.293000,220.0,234.0,294.0,297.0,MEDIUM,11.0,False,,101.044,32.137,44.614,24.293
1,1,15.0,BOR,Audi,0 days 00:02:12.749000,0 days 00:00:43.834000,0 days 00:01:00.568000,0 days 00:00:28.347000,117.0,188.0,302.0,197.0,MEDIUM,12.0,False,,132.749,43.834,60.568,28.347
1,1,16.0,BOR,Audi,0 days 00:01:40.659000,0 days 00:00:31.772000,0 days 00:00:44.800000,0 days 00:00:24.087000,222.0,235.0,290.0,302.0,MEDIUM,13.0,False,,100.659,31.772,44.8,24.087
1,1,17.0,BOR,Audi,0 days 00:02:03.393000,0 days 00:00:39.882000,0 days 00:00:51.764000,0 days 00:00:31.747000,172.0,211.0,,197.0,MEDIUM,14.0,False,,123.393,39.882,51.764,31.747
1,1,18.0,BOR,Audi,,,0 days 00:00:55.324000,,214.0,220.0,,133.0,MEDIUM,3.0,False,,,,55.324,
1,1,19.0,BOR,Audi,,,0 days 00:00:48.659000,0 days 00:00:26.434000,213.0,224.0,305.0,150.0,MEDIUM,3.0,False,,,,48.659,26.434
1,1,20.0,BOR,Audi,0 days 00:01:39.281000,0 days 00:00:31.265000,0 days 00:00:43.881000,0 days 00:00:24.135000,226.0,232.0,279.0,305.0,MEDIUM,4.0,False,,99.281,31.265,43.881,24.135
1,1,21.0,BOR,Audi,0 days 00:02:23.340000,0 days 00:00:45.079000,0 days 00:01:08.262000,0 days 00:00:29.999000,122.0,164.0,306.0,183.0,MEDIUM,5.0,False,,143.34,45.079,68.262,29.999
1,1,22.0,BOR,Audi,0 days 00:01:39.887000,0 days 00:00:31.459000,0 days 00:00:44.183000,0 days 00:00:24.245000,224.0,232.0,276.0,306.0,MEDIUM,6.0,False,,99.887,31.459,44.183,24.245
1,1,23.0,BOR,Audi,,0 days 00:00:46.407000,0 days 00:01:13.141000,0 days 00:00:32.095000,102.0,169.0,303.0,262.0,MEDIUM,7.0,False,,,46.407,73.141,32.095
1,1,24.0,BOR,Audi,0 days 00:01:46.352000,0 days 00:00:31.908000,0 days 00:00:46.414000,0 days 00:00:28.030000,225.0,224.0,,302.0,MEDIUM,8.0,False,,106.352,31.908,46.414,28.03
1,1,25.0,BOR,Audi,,,0 days 00:00:56.483000,0 days 00:00:32.492000,159.0,188.0,,162.0,SOFT,1.0,True,,,,56.483,32.492
1,1,26.0,BOR,Audi,,,0 days 00:00:48.152000,0 days 00:00:26.061000,212.0,227.0,306.0,164.0,SOFT,2.0,False,,,,48.152,26.061
1,1,27.0,BOR,Audi,0 days 00:01:38.871000,0 days 00:00:30.692000,0 days 00:00:44.321000,0 days 00:00:23.858000,227.0,237.0,295.0,310.0,SOFT,3.0,False,,98.871,30.692,44.321,23.858
1,1,28.0,BOR,Audi,,0 days 00:00:52.213000,0 days 00:01:22.567000,0 days 00:00:40.028000,92.0,186.0,308.0,134.0,SOFT,4.0,False,,,52.213,82.567,40.028
1,1,29.0,BOR,Audi,0 days 00:02:14.973000,0 days 00:00:44.994000,0 days 00:00:56.159000,0 days 00:00:33.820000,153.0,182.0,,306.0,SOFT,5.0,False,,134.973,44.994,56.159,33.82
1,1,30.0,BOR,Audi,,,0 days 00:00:47.662000,0 days 00:00:25.232000,218.0,227.0,305.0,182.0,SOFT,1.0,True,,,,47.662,25.232
1,1,31.0,BOR,Audi,0 days 00:01:40.839000,0 days 00:00:32.021000,0 days 00:00:44.514000,0 days 00:00:24.304000,219.0,239.0,303.0,299.0,SOFT,2.0,True,,100.839,32.021,44.514,24.304
1,1,32.0,BOR,Audi,0 days 00:01:45.733000,0 days 00:00:31.797000,0 days 00:00:48.361000,0 days 00:00:25.575000,221.0,234.0,298.0,303.0,SOFT,3.0,True,,105.733,31.797,48.361,25.575
1,1,33.0,BOR,Audi,0 days 00:01:42.368000,0 days 00:00:32.372000,0 days 00:00:45.100000,0 days 00:00:24.896000,220.0,233.0,298.0,301.0,SOFT,4.0,True,,102.368,32.372,45.1,24.896
1,1,34.0,BOR,Audi,0 days 00:01:42.497000,0 days 00:00:32.458000,0 days 00:00:45.295000,0 days 00:00:24.744000,219.0,239.0,300.0,301.0,SOFT,5.0,True,,102.497,32.458,45.295,24.744
1,1,35.0,BOR,Audi,0 days 00:01:42.451000,0 days 00:00:32.208000,0 days 00:00:45.430000,0 days 00:00:24.813000,217.0,235.0,302.0,298.0,SOFT,6.0,True,,102.451,32.208,45.43,24.813
1,1,36.0,BOR,Audi,0 days 00:01:42.333000,0 days 00:00:32.115000,0 days 00:00:45.506000,0 days 00:00:24.712000,216.0,231.0,300.0,297.0,SOFT,7.0,True,,102.333,32.115,45.506,24.712
1,1,37.0,BOR,Audi,0 days 00:01:54.310000,0 days 00:00:32.408000,0 days 00:00:56.896000,0 days 00:00:25.006000,218.0,232.0,289.0,297.0,SOFT,8.0,True,,114.31,32.408,56.896,25.006
1,1,38.0,BOR,Audi,0 days 00:01:55.543000,0 days 00:00:32.693000,0 days 00:00:51.987000,0 days 00:00:30.863000,217.0,229.0,,293.0,SOFT,9.0,True,,115.543,32.693,51.987,30.863
1,1,39.0,BOR,Audi,,,0 days 00:00:51.156000,0 days 00:00:26.553000,180.0,169.0,299.0,109.0,SOFT,1.0,True,,,,51.156,26.553
1,1,40.0,BOR,Audi,0 days 00:01:40.615000,0 days 00:00:31.886000,0 days 00:00:44.528000,0 days 00:00:24.201000,218.0,234.0,304.0,302.0,SOFT,2.0,True,,100.615,31.886,44.528,24.201
1,1,41.0,BOR,Audi,0 days 00:01:40.771000,0 days 00:00:31.731000,0 days 00:00:44.524000,0 days 00:00:24.516000,217.0,238.0,303.0,305.0,SOFT,3.0,True,,100.771,31.731,44.524,24.516
1,1,42.0,BOR,Audi,0 days 00:01:41.135000,0 days 00:00:31.786000,0 days 00:00:44.909000,0 days 00:00:24.440000,217.0,237.0,303.0,296.0,SOFT,4.0,True,,101.135,31.786,44.909,24.44
1,1,43.0,BOR,Audi,0 days 00:01:41.759000,0 days 00:00:31.988000,0 days 00:00:45.169000,0 days 00:00:24.602000,216.0,232.0,302.0,300.0,SOFT,5.0,True,,101.759,31.988,45.169,24.602
1,1,44.0,BOR,Audi,0 days 00:01:42.682000,0 days 00:00:32.049000,0 days 00:00:45.947000,0 days 00:00:24.686000,219.0,234.0,302.0,297.0,SOFT,6.0,True,,102.682,32.049,45.947,24.686
1,1,45.0,BOR,Audi,0 days 00:01:44.785000,0 days 00:00:32.049000,0 days 00:00:47.858000,0 days 00:00:24.878000,217.0,234.0,300.0,301.0,SOFT,7.0,True,,104.785,32.049,47.858,24.878
1,1,46.0,BOR,Audi,0 days 00:01:41.776000,0 days 00:00:32.002000,0 days 00:00:45.195000,0 days 00:00:24.579000,217.0,236.0,302.0,297.0,SOFT,8.0,True,,101.776,32.002,45.195,24.579
1,1,47.0,BOR,Audi,0 days 00:01:43.311000,0 days 00:00:32.217000,0 days 00:00:46.054000,0 days 00:00:25.040000,218.0,233.0,298.0,298.0,SOFT,9.0,True,,103.311,32.217,46.054,25.04
1,1,48.0,BOR,Audi,0 days 00:01:42.951000,0 days 00:00:32.293000,0 days 00:00:45.768000,0 days 00:00:24.890000,219.0,231.0,299.0,298.0,SOFT,10.0,True,,102.951,32.293,45.768,24.89
1,1,49.0,BOR,Audi,0 days 00:02:08.021000,0 days 00:00:38.682000,0 days 00:00:55.684000,0 days 00:00:33.655000,157.0,186.0,,233.0,SOFT,11.0,True,,128.021,38.682,55.684,33.655
1,2,1.0,BOR,Audi,,,0 days 00:00:47.603000,0 days 00:00:26.756000,216.0,228.0,282.0,166.0,MEDIUM,14.0,False,,,,47.603,26.756
1,2,2.0,BOR,Audi,0 days 00:01:41.346000,0 days 00:00:32.200000,0 days 00:00:44.753000,0 days 00:00:24.393000,218.0,228.0,275.0,297.0,MEDIUM,15.0,False,,101.346,32.2,44.753,24.393
1,2,3.0,BOR,Audi,0 days 00:02:03.051000,0 days 00:00:39.203000,0 days 00:00:57.125000,0 days 00:00:26.723000,165.0,213.0,285.0,197.0,MEDIUM,16.0,False,,123.051,39.203,57.125,26.723
1,2,4.0,BOR,Audi,0 days 00:01:40.571000,0 days 00:00:31.442000,0 days 00:00:44.766000,0 days 00:00:24.363000,220.0,227.0,283.0,303.0,MEDIUM,17.0,False,,100.571,31.442,44.766,24.363
1,2,5.0,BOR,Audi,0 days 00:01:57.046000,0 days 00:00:38.551000,0 days 00:00:51.413000,0 days 00:00:27.082000,203.0,200.0,283.0,253.0,MEDIUM,18.0,False,,117.046,38.551,51.413,27.082
1,2,6.0,BOR,Audi,0 days 00:01:40.809000,0 days 00:00:31.546000,0 days 00:00:44.514000,0 days 00:00:24.749000,218.0,230.0,264.0,305.0,MEDIUM,19.0,False,,100.809,31.546,44.514,24.749
1,2,7.0,BOR,Audi,0 days 00:02:04.409000,0 days 00:00:38.346000,0 days 00:00:55.467000,0 days 00:00:30.596000,195.0,218.0,,214.0,MEDIUM,20.0,False,,124.409,38.346,55.467,30.596
1,2,8.0,BOR,Audi,,,0 days 00:00:48.875000,0 days 00:00:26.386000,199.0,219.0,283.0,165.0,SOFT,12.0,False,,,,48.875,26.386
1,2,9.0,BOR,Audi,0 days 00:01:40.176000,0 days 00:00:31.613000,0 days 00:00:43.974000,0 days 00:00:24.589000,219.0,227.0,262.0,295.0,SOFT,13.0,False,,100.176,31.613,43.974,24.589
1,2,10.0,BOR,Audi,0 days 00:01:59.197000,0 days 00:00:37.509000,0 days 00:00:50.514000,0 days 00:00:31.174000,183.0,218.0,,205.0,SOFT,14.0,False,,119.197,37.509,50.514,31.174
1,2,11.0,BOR,Audi,,,0 days 00:00:47.891000,0 days 00:00:26.096000,217.0,230.0,283.0,122.0,HARD,1.0,True,,,,47.891,26.096
1,2,12.0,BOR,Audi,0 days 00:01:37.977000,0 days 00:00:30.955000,0 days 00:00:43.314000,0 days 00:00:23.708000,220.0,229.0,299.0,309.0,HARD,2.0,True,,97.977,30.955,43.314,23.708
1,2,13.0,BOR,Audi,0 days 00:02:04.865000,0 days 00:00:39.778000,0 days 00:00:59.441000,0 days 00:00:25.646000,170.0,210.0,286.0,227.0,HARD,3.0,True,,124.865,39.778,59.441,25.646
1,2,14.0,BOR,Audi,0 days 00:01:39.011000,0 days 00:00:31.198000,0 days 00:00:43.815000,0 days 00:00:23.998000,221.0,229.0,298.0,294.0,HARD,4.0,True,,99.011,31.198,43.815,23.998
1,2,15.0,BOR,Audi,0 days 00:02:00.827000,0 days 00:00:37.790000,0 days 00:00:50.889000,0 days 00:00:32.148000,183.0,184.0,,289.0,HARD,5.0,True,,120.827,37.79,50.889,32.148
1,2,16.0,BOR,Audi,0 days 00:02:28.245000,0 days 00:01:18.517000,0 days 00:00:45.382000,0 days 00:00:24.346000,218.0,233.0,298.0,152.0,HARD,6.0,False,,148.245,78.517,45.382,24.346
1,2,17.0,BOR,Audi,0 days 00:01:40.410000,0 days 00:00:31.579000,0 days 00:00:44.428000,0 days 00:00:24.403000,222.0,237.0,298.0,293.0,HARD,7.0,False,,100.41,31.579,44.428,24.403
1,2,18.0,BOR,Audi,0 days 00:01:40.293000,0 days 00:00:31.537000,0 days 00:00:44.398000,0 days 00:00:24.358000,221.0,235.0,301.0,295.0,HARD,8.0,False,,100.293,31.537,44.398,24.358
1,2,19.0,BOR,Audi,0 days 00:01:40.166000,0 days 00:00:31.551000,0 days 00:00:44.286000,0 days 00:00:24.329000,221.0,234.0,301.0,296.0,HARD,9.0,False,,100.166,31.551,44.286,24.329
1,2,20.0,BOR,Audi,0 days 00:01:40.091000,0 days 00:00:31.539000,0 days 00:00:44.289000,0 days 00:00:24.263000,221.0,234.0,302.0,292.0,HARD,10.0,False,,100.091,31.539,44.289,24.263
1,2,21.0,BOR,Audi,,,,,,,,,HARD,11.0,False,,,,,
1,2,22.0,BOR,Audi,,,0 days 00:00:47.593000,0 days 00:00:26.080000,217.0,233.0,286.0,166.0,MEDIUM,1.0,True,,,,47.593,26.08
1,2,23.0,BOR,Audi,0 days 00:01:39.077000,0 days 00:00:30.608000,0 days 00:00:42.696000,0 days 00:00:25.773000,220.0,228.0,260.0,315.0,MEDIUM,2.0,True,,99.077,30.608,42.696,25.773
1,2,24.0,BOR,Audi,0 days 00:02:09.290000,0 days 00:00:52.799000,0 days 00:00:49.919000,0 days 00:00:26.572000,174.0,208.0,287.0,127.0,MEDIUM,3.0,True,,129.29,52.799,49.919,26.572
1,2,25.0,BOR,Audi,,0 days 00:00:30.766000,0 days 00:00:43.271000,,221.0,226.0,,308.0,MEDIUM,4.0,True,,,30.766,43.271,
1,2,26.0,BOR,Audi,,,0 days 00:00:44.457000,0 days 00:00:24.223000,220.0,236.0,300.0,83.0,MEDIUM,1.0,False,,,,44.457,24.223
1,2,27.0,BOR,Audi,0 days 00:01:39.438000,0 days 00:00:31.406000,0 days 00:00:43.760000,0 days 00:00:24.272000,221.0,232.0,298.0,293.0,MEDIUM,2.0,False,,99.438,31.406,43.76,24.272
1,2,28.0,BOR,Audi,0 days 00:01:39.911000,0 days 00:00:31.296000,0 days 00:00:44.359000,0 days 00:00:24.256000,222.0,232.0,299.0,295.0,MEDIUM,3.0,False,,99.911,31.296,44.359,24.256
1,2,29.0,BOR,Audi,0 days 00:01:39.635000,0 days 00:00:31.321000,0 days 00:00:44.005000,0 days 00:00:24.309000,222.0,233.0,303.0,295.0,MEDIUM,4.0,False,,99.635,31.321,44.005,24.309
1,2,30.0,BOR,Audi,0 days 00:01:40.507000,0 days 00:00:31.389000,0 days 00:00:44.687000,0 days 00:00:24.431000,222.0,233.0,299.0,301.0,MEDIUM,5.0,False,,100.507,31.389,44.687,24.431
1,2,31.0,BOR,Audi,0 days 00:01:40.260000,0 days 00:00:31.395000,0 days 00:00:44.514000,0 days 00:00:24.351000,220.0,232.0,297.0,299.0,MEDIUM,6.0,False,,100.26,31.395,44.514,24.351
1,2,32.0,BOR,Audi,0 days 00:01:40.266000,0 days 00:00:31.635000,0 days 00:00:44.343000,0 days 00:00:24.288000,220.0,233.0,301.0,293.0,MEDIUM,7.0,False,,100.266,31.635,44.343,24.288
1,2,33.0,BOR,Audi,0 days 00:01:40.599000,0 days 00:00:31.423000,0 days 00:00:44.678000,0 days 00:00:24.498000,219.0,233.0,295.0,296.0,MEDIUM,8.0,False,,100.599,31.423,44.678,24.498
1,2,34.0,BOR,Audi,0 days 00:01:40.413000,0 days 00:00:31.708000,0 days 00:00:44.341000,0 days 00:00:24.364000,220.0,232.0,298.0,294.0,MEDIUM,9.0,False,,100.413,31.708,44.341,24.364
1,2,35.0,BOR,Audi,0 days 00:02:01.364000,0 days 00:00:38.913000,0 days 00:00:51.152000,0 days 00:00:31.299000,206.0,218.0,,252.0,MEDIUM,10.0,False,,121.364,38.913,51.152,31.299
1,2,36.0,BOR,Audi,0 days 00:01:58.619000,0 days 00:00:37.235000,0 days 00:00:49.388000,0 days 00:00:31.996000,196.0,204.0,,242.0,MEDIUM,11.0,False,,118.619,37.235,49.388,31.996
1,2,37.0,BOR,Audi,,,,,196.0,204.0,298.0,242.0,SOFT,1.0,True,,,,,
1,2,38.0,BOR,Audi,,,0 days 00:00:46.644000,0 days 00:00:32.121000,220.0,231.0,288.0,179.0,SOFT,2.0,True,,,,46.644,32.121
1,2,39.0,BOR,Audi,0 days 00:02:10.073000,0 days 00:00:30.495000,0 days 00:01:02.876000,0 days 00:00:36.702000,221.0,101.0,289.0,312.0,SOFT,3.0,True,,130.073,30.495,62.876,36.702
1,2,40.0,BOR,Audi,0 days 00:01:36.670000,0 days 00:00:30.459000,0 days 00:00:42.803000,0 days 00:00:23.408000,220.0,227.0,300.0,309.0,SOFT,4.0,True,,96.67,30.459,42.803,23.408
1,2,41.0,BOR,Audi,0 days 00:02:19.814000,0 days 00:00:53.009000,0 days 00:00:58.564000,0 days 00:00:28.241000,132.0,203.0,289.0,146.0,SOFT,5.0,True,,139.814,53.009,58.564,28.241
1,2,42.0,BOR,Audi,0 days 00:02:04.500000,0 days 00:00:32.196000,0 days 00:01:03.546000,0 days 00:00:28.758000,211.0,165.0,289.0,313.0,SOFT,6.0,True,,124.5,32.196,63.546,28.758
1,2,43.0,BOR,Audi,0 days 00:01:36.931000,0 days 00:00:30.582000,0 days 00:00:42.800000,0 days 00:00:23.549000,221.0,227.0,303.0,313.0,SOFT,7.0,True,,96.931,30.582,42.8,23.549
1,2,44.0,BOR,Audi,0 days 00:02:11.339000,0 days 00:00:43.903000,0 days 00:00:57.615000,0 days 00:00:29.821000,157.0,174.0,293.0,194.0,SOFT,8.0,True,,131.339,43.903,57.615,29.821
1,2,45.0,BOR,Audi,0 days 00:01:45.340000,0 days 00:00:30.732000,0 days 00:00:43.272000,0 days 00:00:31.336000,221.0,193.0,,300.0,SOFT,9.0,True,,105.34,30.732,43.272,31.336
1,2,46.0,BOR,Audi,,0 days 00:01:12.052000,0 days 00:00:51.171000,0 days 00:00:32.018000,188.0,175.0,,126.0,SOFT,15.0,False,,,72.052,51.171,32.018
1,2,47.0,BOR,Audi,0 days 00:02:28.450000,0 days 00:01:16.052000,0 days 00:00:44.664000,0 days 00:00:27.734000,219.0,232.0,,188.0,SOFT,16.0,False,,148.45,76.052,44.664,27.734
1,2,48.0,BOR,Audi,,0 days 00:01:14.258000,,,113.0,,,191.0,SOFT,9.0,False,,,74.258,,
1,3,1.0,BOR,Audi,0 days 00:01:43.713000,,0 days 00:00:57.524000,0 days 00:00:27.864000,146.0,179.0,260.0,143.0,nan,,True,,103.713,,57.524,27.864
1,3,2.0,BOR,Audi,0 days 00:01:41.355000,0 days 00:00:32.632000,0 days 00:00:44.623000,0 days 00:00:24.100000,218.0,235.0,305.0,143.0,HARD,16.0,False,,101.355,32.632,44.623,24.1
1,3,3.0,BOR,Audi,0 days 00:01:48.216000,0 days 00:00:31.652000,0 days 00:00:51.573000,0 days 00:00:24.991000,217.0,226.0,258.0,287.0,HARD,17.0,False,,108.216,31.652,51.573,24.991
1,3,4.0,BOR,Audi,,0 days 00:00:34.736000,,,208.0,226.0,258.0,307.0,HARD,18.0,False,,,34.736,,
1,3,5.0,BOR,Audi,0 days 00:01:56.769000,0 days 00:00:34.736000,0 days 00:00:50.026000,0 days 00:00:32.007000,208.0,209.0,,285.0,HARD,19.0,False,,116.769,34.736,50.026,32.007
1,3,6.0,BOR,Audi,,,0 days 00:00:45.192000,0 days 00:00:24.908000,218.0,230.0,299.0,170.0,HARD,1.0,True,,,,45.192,24.908
1,3,7.0,BOR,Audi,0 days 00:01:38.588000,0 days 00:00:31.409000,0 days 00:00:43.204000,0 days 00:00:23.975000,218.0,236.0,301.0,297.0,HARD,2.0,True,,98.588,31.409,43.204,23.975
1,3,8.0,BOR,Audi,0 days 00:01:38.970000,0 days 00:00:31.503000,0 days 00:00:43.480000,0 days 00:00:23.987000,218.0,236.0,303.0,300.0,HARD,3.0,True,,98.97,31.503,43.48,23.987
1,3,9.0,BOR,Audi,0 days 00:02:21.991000,0 days 00:00:48.834000,0 days 00:01:06.381000,0 days 00:00:26.776000,46.0,160.0,305.0,290.0,HARD,4.0,True,,141.991,48.834,66.381,26.776
1,3,10.0,BOR,Audi,0 days 00:01:50.572000,0 days 00:00:31.265000,0 days 00:00:54.407000,0 days 00:00:24.900000,217.0,227.0,304.0,301.0,HARD,5.0,True,,110.572,31.265,54.407,24.9
1,3,11.0,BOR,Audi,0 days 00:01:38.641000,0 days 00:00:31.340000,0 days 00:00:43.381000,0 days 00:00:23.920000,217.0,236.0,306.0,299.0,HARD,6.0,True,,98.641,31.34,43.381,23.92
1,3,12.0,BOR,Audi,0 days 00:02:04.615000,0 days 00:00:36.794000,0 days 00:00:56.104000,0 days 00:00:31.717000,159.0,182.0,,308.0,HARD,7.0,True,,124.615,36.794,56.104,31.717
