Test,Session,LapNumber,Driver,Team,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,Position,LapTimeSec,Sector1TimeSec,Sector2TimeSec,Sector3TimeSec
2,1,66.0,BOR,Audi,0 days 00:01:49.042000,0 days 00:00:35.954000,0 days 00:00:46.268000,0 days 00:00:26.820000,161.0,235.0,294.0,254.0,MEDIUM,12.0,False,,109.042,35.954,46.268,26.82
2,1,67.0,BOR,Audi,0 days 00:01:40.179000,0 days 00:00:30.209000,0 days 00:00:45.216000,0 days 00:00:24.754000,223.0,237.0,294.0,324.0,MEDIUM,13.0,False,,100.179,30.209,45.216,24.754
2,1,68.0,BOR,Audi,0 days 00:01:38.164000,0 days 00:00:31.177000,0 days 00:00:43.188000,0 days 00:00:23.799000,220.0,237.0,305.0,300.0,MEDIUM,14.0,False,,98.164,31.177,43.188,23.799
2,1,69.0,BOR,Audi,0 days 00:01:38.270000,0 days 00:00:31.125000,0 days 00:00:43.406000,0 days 00:00:23.739000,219.0,237.0,306.0,295.0,MEDIUM,15.0,False,,98.27,31.125,43.406,23.739
2,1,70.0,BOR,Audi,0 days 00:01:49.216000,0 days 00:00:30.964000,0 days 00:00:43.539000,0 days 00:00:34.713000,220.0,236.0,288.0,303.0,MEDIUM,16.0,False,,109.216,30.964,43.539,34.713
2,1,71.0,BOR,Audi,,,,,,,,216.0,MEDIUM,17.0,False,,,,,
2,2,1.0,BOR,Audi,,,0 days 00:00:47.423000,0 days 00:00:30.812000,217.0,217.0,,189.0,MEDIUM,11.0,False,,,,47.423,30.812
2,2,2.0,BOR,Audi,,,0 days 00:00:47.107000,0 days 00:00:27.260000,216.0,230.0,289.0,171.0,MEDIUM,12.0,False,,,,47.107,27.26
2,2,3.0,BOR,Audi,0 days 00:01:38.025000,0 days 00:00:30.967000,0 days 00:00:42.848000,0 days 00:00:24.210000,218.0,239.0,280.0,322.0,MEDIUM,13.0,False,,98.025,30.967,42.848,24.21
2,2,4.0,BOR,Audi,0 days 00:02:21.634000,0 days 00:00:47.931000,0 days 00:01:05.371000,0 days 00:00:28.332000,96.0,171.0,291.0,179.0,MEDIUM,14.0,False,,141.634,47.931,65.371,28.332
2,2,5.0,BOR,Audi,0 days 00:01:37.510000,0 days 00:00:30.786000,0 days 00:00:42.651000,0 days 00:00:24.073000,218.0,242.0,281.0,316.0,MEDIUM,15.0,False,,97.51,30.786,42.651,24.073
2,2,6.0,BOR,Audi,0 days 00:02:18.435000,0 days 00:00:36.278000,0 days 00:01:13.669000,0 days 00:00:28.488000,159.0,163.0,294.0,275.0,MEDIUM,16.0,False,,138.435,36.278,73.669,28.488
2,2,7.0,BOR,Audi,0 days 00:01:38.080000,0 days 00:00:30.848000,0 days 00:00:43.080000,0 days 00:00:24.152000,218.0,238.0,283.0,316.0,MEDIUM,17.0,False,,98.08,30.848,43.08,24.152
2,2,8.0,BOR,Audi,0 days 00:01:56.317000,0 days 00:00:35.272000,0 days 00:00:50.487000,0 days 00:00:30.558000,191.0,200.0,,260.0,MEDIUM,18.0,False,,116.317,35.272,50.487,30.558
2,2,9.0,BOR,Audi,,,0 days 00:00:46.403000,0 days 00:00:26.845000,216.0,228.0,300.0,131.0,MEDIUM,1.0,True,,,,46.403,26.845
2,2,10.0,BOR,Audi,0 days 00:01:35.741000,0 days 00:00:30.178000,0 days 00:00:41.936000,0 days 00:00:23.627000,224.0,244.0,280.0,330.0,MEDIUM,2.0,True,,95.741,30.178,41.936,23.627
2,2,11.0,BOR,Audi,0 days 00:02:24.819000,0 days 00:00:47.735000,0 days 00:01:04.271000,0 days 00:00:32.813000,130.0,140.0,297.0,208.0,MEDIUM,3.0,True,,144.819,47.735,64.271,32.813
2,2,12.0,BOR,Audi,0 days 00:01:45.240000,0 days 00:00:30.184000,0 days 00:00:47.985000,0 days 00:00:27.071000,223.0,203.0,265.0,328.0,MEDIUM,4.0,True,,105.24,30.184,47.985,27.071
2,2,13.0,BOR,Audi,0 days 00:01:38.793000,0 days 00:00:31.762000,0 days 00:00:43.291000,0 days 00:00:23.740000,221.0,242.0,307.0,290.0,MEDIUM,5.0,True,,98.793,31.762,43.291,23.74
2,2,14.0,BOR,Audi,0 days 00:01:37.617000,0 days 00:00:30.869000,0 days 00:00:43.134000,0 days 00:00:23.614000,221.0,239.0,307.0,309.0,MEDIUM,6.0,True,,97.617,30.869,43.134,23.614
2,2,15.0,BOR,Audi,0 days 00:01:38.733000,0 days 00:00:31.024000,0 days 00:00:43.807000,0 days 00:00:23.902000,221.0,240.0,308.0,308.0,MEDIUM,7.0,True,,98.733,31.024,43.807,23.902
2,2,16.0,BOR,Audi,0 days 00:01:39.024000,0 days 00:00:31.346000,0 days 00:00:43.801000,0 days 00:00:23.877000,219.0,239.0,308.0,310.0,MEDIUM,8.0,True,,99.024,31.346,43.801,23.877
2,2,17.0,BOR,Audi,0 days 00:01:39.267000,0 days 00:00:31.272000,0 days 00:00:44.051000,0 days 00:00:23.944000,221.0,241.0,309.0,307.0,MEDIUM,9.0,True,,99.267,31.272,44.051,23.944
2,2,18.0,BOR,Audi,0 days 00:01:46.578000,0 days 00:00:32.804000,0 days 00:00:45.757000,0 days 00:00:28.017000,221.0,220.0,,311.0,MEDIUM,10.0,True,,106.578,32.804,45.757,28.017
2,2,19.0,BOR,Audi,,,0 days 00:00:47.229000,0 days 00:00:27.855000,218.0,224.0,292.0,131.0,MEDIUM,1.0,True,,,,47.229,27.855
2,2,20.0,BOR,Audi,0 days 00:02:08.328000,0 days 00:00:30.122000,0 days 00:01:00.278000,0 days 00:00:37.928000,226.0,154.0,,337.0,MEDIUM,2.0,True,,128.328,30.122,60.278,37.928
2,2,21.0,BOR,Audi,,0 days 00:01:09.955000,0 days 00:00:57.428000,0 days 00:00:27.678000,141.0,219.0,299.0,130.0,MEDIUM,3.0,False,,,69.955,57.428,27.678
2,2,22.0,BOR,Audi,0 days 00:01:37.094000,0 days 00:00:30.159000,0 days 00:00:43.138000,0 days 00:00:23.797000,225.0,242.0,277.0,334.0,MEDIUM,4.0,False,,97.094,30.159,43.138,23.797
2,2,23.0,BOR,Audi,0 days 00:01:42.105000,0 days 00:00:34.486000,0 days 00:00:43.709000,0 days 00:00:23.910000,220.0,240.0,306.0,237.0,MEDIUM,5.0,False,,102.105,34.486,43.709,23.91
2,2,24.0,BOR,Audi,0 days 00:01:40.096000,0 days 00:00:31.197000,0 days 00:00:44.897000,0 days 00:00:24.002000,221.0,240.0,307.0,303.0,MEDIUM,6.0,False,,100.096,31.197,44.897,24.002
2,2,25.0,BOR,Audi,0 days 00:01:44.027000,0 days 00:00:31.149000,0 days 00:00:44.648000,0 days 00:00:28.230000,221.0,219.0,,302.0,MEDIUM,7.0,False,,104.027,31.149,44.648,28.23
2,2,26.0,BOR,Audi,,,0 days 00:00:47.936000,0 days 00:00:27.286000,216.0,225.0,295.0,157.0,TEST_UNKNOWN,1.0,True,,,,47.936,27.286
2,2,27.0,BOR,Audi,0 days 00:01:35.263000,0 days 00:00:29.909000,0 days 00:00:41.803000,0 days 00:00:23.551000,225.0,251.0,284.0,331.0,TEST_UNKNOWN,2.0,True,,95.263,29.909,41.803,23.551
2,2,28.0,BOR,Audi,0 days 00:02:17.579000,0 days 00:00:39.032000,0 days 00:01:08.945000,0 days 00:00:29.602000,167.0,141.0,297.0,205.0,TEST_UNKNOWN,3.0,True,,137.579,39.032,68.945,29.602
2,2,29.0,BOR,Audi,0 days 00:01:54.222000,0 days 00:00:30.672000,0 days 00:00:50.992000,0 days 00:00:32.558000,225.0,115.0,,327.0,TEST_UNKNOWN,4.0,True,,114.222,30.672,50.992,32.558
2,3,1.0,BOR,Audi,,,0 days 00:00:45.658000,0 days 00:00:25.053000,222.0,232.0,275.0,189.0,TEST_UNKNOWN,13.0,False,,,,45.658,25.053
2,3,2.0,BOR,Audi,0 days 00:01:42.419000,0 days 00:00:32.513000,0 days 00:00:45.031000,0 days 00:00:24.875000,216.0,233.0,295.0,287.0,TEST_UNKNOWN,14.0,False,,102.419,32.513,45.031,24.875
2,3,3.0,BOR,Audi,0 days 00:01:44.621000,0 days 00:00:31.929000,0 days 00:00:44.692000,0 days 00:00:28,215.0,237.0,,293.0,TEST_UNKNOWN,15.0,False,,104.621,31.929,44.692,28.0
2,3,4.0,BOR,Audi,,,0 days 00:00:46.449000,0 days 00:00:31.266000,218.0,201.0,,166.0,MEDIUM,1.0,True,,,,46.449,31.266
2,3,5.0,BOR,Audi,0 days 00:02:17.354000,0 days 00:01:08.230000,0 days 00:00:44.875000,0 days 00:00:24.249000,215.0,233.0,302.0,168.0,MEDIUM,1.0,False,,137.354,68.23,44.875,24.249
2,3,6.0,BOR,Audi,0 days 00:01:40.150000,0 days 00:00:31.351000,0 days 00:00:44.546000,0 days 00:00:24.253000,217.0,233.0,301.0,302.0,MEDIUM,2.0,False,,100.15,31.351,44.546,24.253
2,3,7.0,BOR,Audi,0 days 00:01:40.386000,0 days 00:00:31.534000,0 days 00:00:44.498000,0 days 00:00:24.354000,216.0,233.0,298.0,298.0,MEDIUM,3.0,False,,100.386,31.534,44.498,24.354
2,3,8.0,BOR,Audi,0 days 00:01:40.246000,0 days 00:00:31.644000,0 days 00:00:44.248000,0 days 00:00:24.354000,215.0,233.0,298.0,294.0,MEDIUM,4.0,False,,100.246,31.644,44.248,24.354
2,3,9.0,BOR,Audi,0 days 00:01:40.594000,0 days 00:00:31.674000,0 days 00:00:44.468000,0 days 00:00:24.452000,216.0,233.0,297.0,295.0,MEDIUM,5.0,False,,100.594,31.674,44.468,24.452
2,3,10.0,BOR,Audi,0 days 00:01:40.528000,0 days 00:00:31.699000,0 days 00:00:44.425000,0 days 00:00:24.404000,216.0,233.0,297.0,294.0,MEDIUM,6.0,False,,100.528,31.699,44.425,24.404
2,3,11.0,BOR,Audi,0 days 00:01:40.611000,0 days 00:00:31.677000,0 days 00:00:44.398000,0 days 00:00:24.536000,217.0,234.0,297.0,294.0,MEDIUM,7.0,False,,100.611,31.677,44.398,24.536
2,3,12.0,BOR,Audi,0 days 00:01:40.758000,0 days 00:00:31.783000,0 days 00:00:44.546000,0 days 00:00:24.429000,215.0,233.0,297.0,294.0,MEDIUM,8.0,False,,100.758,31.783,44.546,24.429
2,3,13.0,BOR,Audi,0 days 00:01:40.849000,0 days 00:00:31.852000,0 days 00:00:44.533000,0 days 00:00:24.464000,216.0,233.0,297.0,291.0,MEDIUM,9.0,False,,100.849,31.852,44.533,24.464
2,3,14.0,BOR,Audi,0 days 00:01:40.880000,0 days 00:00:31.969000,0 days 00:00:44.424000,0 days 00:00:24.487000,216.0,233.0,297.0,291.0,MEDIUM,10.0,False,,100.88,31.969,44.424,24.487
2,3,15.0,BOR,Audi,0 days 00:01:40.937000,0 days 00:00:31.870000,0 days 00:00:44.563000,0 days 00:00:24.504000,215.0,234.0,297.0,290.0,MEDIUM,11.0,False,,100.937,31.87,44.563,24.504
2,3,16.0,BOR,Audi,0 days 00:01:41.211000,0 days 00:00:31.922000,0 days 00:00:44.765000,0 days 00:00:24.524000,216.0,233.0,297.0,290.0,MEDIUM,12.0,False,,101.211,31.922,44.765,24.524
2,3,17.0,BOR,Audi,0 days 00:01:42.338000,0 days 00:00:31.924000,0 days 00:00:45.801000,0 days 00:00:24.613000,216.0,232.0,297.0,293.0,MEDIUM,13.0,False,,102.338,31.924,45.801,24.613
2,3,18.0,BOR,Audi,0 days 00:01:44.448000,0 days 00:00:31.950000,0 days 00:00:44.632000,0 days 00:00:27.866000,216.0,238.0,,292.0,MEDIUM,14.0,False,,104.448,31.95,44.632,27.866
2,3,19.0,BOR,Audi,0 days 00:02:05.929000,0 days 00:00:58.176000,0 days 00:00:43.831000,0 days 00:00:23.922000,217.0,240.0,301.0,208.0,HARD,1.0,True,,125.929,58.176,43.831,23.922
2,3,20.0,BOR,Audi,0 days 00:01:39.087000,0 days 00:00:31.265000,0 days 00:00:43.837000,0 days 00:00:23.985000,218.0,233.0,300.0,296.0,HARD,2.0,True,,99.087,31.265,43.837,23.985
2,3,21.0,BOR,Audi,0 days 00:01:38.959000,0 days 00:00:31.310000,0 days 00:00:43.659000,0 days 00:00:23.990000,218.0,235.0,298.0,295.0,HARD,3.0,True,,98.959,31.31,43.659,23.99
2,3,22.0,BOR,Audi,0 days 00:01:39.461000,0 days 00:00:31.631000,0 days 00:00:43.807000,0 days 00:00:24.023000,217.0,235.0,298.0,293.0,HARD,4.0,True,,99.461,31.631,43.807,24.023
2,3,23.0,BOR,Audi,0 days 00:01:39.351000,0 days 00:00:31.469000,0 days 00:00:43.793000,0 days 00:00:24.089000,217.0,235.0,298.0,292.0,HARD,5.0,True,,99.351,31.469,43.793,24.089
2,3,24.0,BOR,Audi,0 days 00:01:39.370000,0 days 00:00:31.458000,0 days 00:00:43.801000,0 days 00:00:24.111000,218.0,235.0,299.0,294.0,HARD,6.0,True,,99.37,31.458,43.801,24.111
2,3,25.0,BOR,Audi,0 days 00:01:39.735000,0 days 00:00:31.532000,0 days 00:00:44.045000,0 days 00:00:24.158000,218.0,236.0,299.0,291.0,HARD,7.0,True,,99.735,31.532,44.045,24.158
2,3,26.0,BOR,Audi,0 days 00:01:39.924000,0 days 00:00:31.510000,0 days 00:00:43.927000,0 days 00:00:24.487000,218.0,235.0,307.0,296.0,HARD,8.0,True,,99.924,31.51,43.927,24.487
2,3,27.0,BOR,Audi,0 days 00:01:40.565000,0 days 00:00:31.907000,0 days 00:00:44.432000,0 days 00:00:24.226000,220.0,236.0,303.0,299.0,HARD,9.0,True,,100.565,31.907,44.432,24.226
2,3,28.0,BOR,Audi,0 days 00:01:39.778000,0 days 00:00:31.508000,0 days 00:00:43.995000,0 days 00:00:24.275000,217.0,235.0,301.0,300.0,HARD,10.0,True,,99.778,31.508,43.995,24.275
2,3,29.0,BOR,Audi,0 days 00:01:39.850000,0 days 00:00:31.537000,0 days 00:00:44.012000,0 days 00:00:24.301000,217.0,236.0,300.0,299.0,HARD,11.0,True,,99.85,31.537,44.012,24.301
2,3,30.0,BOR,Audi,0 days 00:01:40.817000,0 days 00:00:31.524000,0 days 00:00:44.887000,0 days 00:00:24.406000,218.0,234.0,298.0,295.0,HARD,12.0,True,,100.817,31.524,44.887,24.406
2,3,31.0,BOR,Audi,0 days 00:01:39.914000,0 days 00:00:31.588000,0 days 00:00:44.130000,0 days 00:00:24.196000,219.0,236.0,299.0,295.0,HARD,13.0,True,,99.914,31.588,44.13,24.196
2,3,32.0,BOR,Audi,0 days 00:01:39.986000,0 days 00:00:31.581000,0 days 00:00:44.183000,0 days 00:00:24.222000,218.0,236.0,299.0,295.0,HARD,14.0,True,,99.986,31.581,44.183,24.222
2,3,33.0,BOR,Audi,0 days 00:01:40.376000,0 days 00:00:31.599000,0 days 00:00:44.434000,0 days 00:00:24.343000,219.0,236.0,300.0,295.0,HARD,15.0,True,,100.376,31.599,44.434,24.343
2,3,34.0,BOR,Audi,0 days 00:01:39.810000,0 days 00:00:31.549000,0 days 00:00:43.978000,0 days 00:00:24.283000,218.0,236.0,300.0,295.0,HARD,16.0,True,,99.81,31.549,43.978,24.283
2,3,35.0,BOR,Audi,0 days 00:01:39.765000,0 days 00:00:31.558000,0 days 00:00:43.957000,0 days 00:00:24.250000,218.0,236.0,299.0,296.0,HARD,17.0,True,,99.765,31.558,43.957,24.25
2,3,36.0,BOR,Audi,0 days 00:01:40.114000,0 days 00:00:31.593000,0 days 00:00:44.250000,0 days 00:00:24.271000,218.0,236.0,300.0,295.0,HARD,18.0,True,,100.114,31.593,44.25,24.271
2,3,37.0,BOR,Audi,0 days 00:01:40.192000,0 days 00:00:31.698000,0 days 00:00:44.181000,0 days 00:00:24.313000,218.0,237.0,300.0,296.0,HARD,19.0,True,,100.192,31.698,44.181,24.313
2,3,38.0,BOR,Audi,0 days 00:01:40.049000,0 days 00:00:31.605000,0 days 00:00:44.197000,0 days 00:00:24.247000,220.0,236.0,302.0,297.0,HARD,20.0,True,,100.049,31.605,44.197,24.247
2,3,39.0,BOR,Audi,0 days 00:01:40.178000,0 days 00:00:31.620000,0 days 00:00:44.249000,0 days 00:00:24.309000,218.0,236.0,301.0,300.0,HARD,21.0,True,,100.178,31.62,44.249,24.309
2,3,40.0,BOR,Audi,0 days 00:01:40.119000,0 days 00:00:31.764000,0 days 00:00:44.020000,0 days 00:00:24.335000,219.0,236.0,302.0,297.0,HARD,22.0,True,,100.119,31.764,44.02,24.335
2,3,41.0,BOR,Audi,0 days 00:01:40.021000,0 days 00:00:31.640000,0 days 00:00:44.056000,0 days 00:00:24.325000,219.0,237.0,302.0,298.0,HARD,23.0,True,,100.021,31.64,44.056,24.325
2,3,42.0,BOR,Audi,0 days 00:01:40.216000,0 days 00:00:31.599000,0 days 00:00:44.222000,0 days 00:00:24.395000,219.0,237.0,306.0,300.0,HARD,24.0,True,,100.216,31.599,44.222,24.395
2,3,43.0,BOR,Audi,0 days 00:01:44.540000,0 days 00:00:31.731000,0 days 00:00:44.253000,0 days 00:00:28.556000,217.0,242.0,,308.0,HARD,25.0,True,,104.54,31.731,44.253,28.556
2,3,44.0,BOR,Audi,0 days 00:02:02.318000,0 days 00:00:55.501000,0 days 00:00:43.207000,0 days 00:00:23.610000,219.0,238.0,305.0,222.0,HARD,1.0,True,,122.318,55.501,43.207,23.61
2,3,45.0,BOR,Audi,0 days 00:01:37.294000,0 days 00:00:30.811000,0 days 00:00:42.903000,0 days 00:00:23.580000,221.0,238.0,303.0,299.0,HARD,2.0,True,,97.294,30.811,42.903,23.58
2,3,46.0,BOR,Audi,0 days 00:01:37.519000,0 days 00:00:31.019000,0 days 00:00:42.858000,0 days 00:00:23.642000,221.0,237.0,302.0,296.0,HARD,3.0,True,,97.519,31.019,42.858,23.642
2,3,47.0,BOR,Audi,0 days 00:01:37.686000,0 days 00:00:31.040000,0 days 00:00:42.949000,0 days 00:00:23.697000,221.0,237.0,300.0,299.0,HARD,4.0,True,,97.686,31.04,42.949,23.697
2,3,48.0,BOR,Audi,0 days 00:01:37.917000,0 days 00:00:31.185000,0 days 00:00:43.081000,0 days 00:00:23.651000,221.0,237.0,302.0,295.0,HARD,5.0,True,,97.917,31.185,43.081,23.651
2,3,49.0,BOR,Audi,0 days 00:01:37.880000,0 days 00:00:31.069000,0 days 00:00:43.172000,0 days 00:00:23.639000,220.0,238.0,302.0,296.0,HARD,6.0,True,,97.88,31.069,43.172,23.639
2,3,50.0,BOR,Audi,0 days 00:01:37.726000,0 days 00:00:31.079000,0 days 00:00:42.938000,0 days 00:00:23.709000,222.0,238.0,301.0,296.0,HARD,7.0,True,,97.726,31.079,42.938,23.709
2,3,51.0,BOR,Audi,0 days 00:01:37.892000,0 days 00:00:31.150000,0 days 00:00:43.065000,0 days 00:00:23.677000,221.0,238.0,302.0,296.0,HARD,8.0,True,,97.892,31.15,43.065,23.677
2,3,52.0,BOR,Audi,0 days 00:01:38.248000,0 days 00:00:31.197000,0 days 00:00:43.342000,0 days 00:00:23.709000,221.0,238.0,302.0,297.0,HARD,9.0,True,,98.248,31.197,43.342,23.709
2,3,53.0,BOR,Audi,0 days 00:01:38.587000,0 days 00:00:31.107000,0 days 00:00:43.622000,0 days 00:00:23.858000,221.0,237.0,302.0,296.0,HARD,10.0,True,,98.587,31.107,43.622,23.858
2,3,54.0,BOR,Audi,0 days 00:01:38.337000,0 days 00:00:31.209000,0 days 00:00:43.346000,0 days 00:00:23.782000,221.0,238.0,301.0,296.0,HARD,11.0,True,,98.337,31.209,43.346,23.782
2,3,55.0,BOR,Audi,0 days 00:01:48.652000,0 days 00:00:33.428000,0 days 00:00:45.382000,0 days 00:00:29.842000,222.0,219.0,,296.0,HARD,12.0,True,,108.652,33.428,45.382,29.842
2,3,56.0,BOR,Audi,,0 days 00:01:22.604000,0 days 00:00:43.847000,0 days 00:00:23.781000,220.0,239.0,305.0,192.0,MEDIUM,1.0,True,,,82.604,43.847,23.781
2,3,57.0,BOR,Audi,0 days 00:01:36.022000,0 days 00:00:30.570000,0 days 00:00:42.073000,0 days 00:00:23.379000,222.0,239.0,302.0,300.0,MEDIUM,2.0,True,,96.022,30.57,42.073,23.379
2,3,58.0,BOR,Audi,0 days 00:01:36.973000,0 days 00:00:30.790000,0 days 00:00:42.657000,0 days 00:00:23.526000,223.0,239.0,304.0,297.0,MEDIUM,3.0,True,,96.973,30.79,42.657,23.526
2,3,59.0,BOR,Audi,0 days 00:01:36.890000,0 days 00:00:30.829000,0 days 00:00:42.591000,0 days 00:00:23.470000,222.0,239.0,305.0,298.0,MEDIUM,4.0,True,,96.89,30.829,42.591,23.47
2,3,60.0,BOR,Audi,0 days 00:01:37.500000,0 days 00:00:30.781000,0 days 00:00:42.928000,0 days 00:00:23.791000,223.0,240.0,316.0,299.0,MEDIUM,5.0,True,,97.5,30.781,42.928,23.791
2,3,61.0,BOR,Audi,0 days 00:01:37.156000,0 days 00:00:30.697000,0 days 00:00:42.805000,0 days 00:00:23.654000,223.0,238.0,303.0,299.0,MEDIUM,6.0,True,,97.156,30.697,42.805,23.654
2,3,62.0,BOR,Audi,0 days 00:01:44.970000,0 days 00:00:31.994000,0 days 00:00:43.765000,0 days 00:00:29.211000,232.0,237.0,,293.0,MEDIUM,7.0,True,,104.97,31.994,43.765,29.211
2,3,63.0,BOR,Audi,,,0 days 00:00:44.595000,0 days 00:00:34.328000,227.0,240.0,295.0,145.0,MEDIUM,1.0,True,,,,44.595,34.328
2,3,64.0,BOR,Audi,0 days 00:01:34.215000,0 days 00:00:29.848000,0 days 00:00:40.994000,0 days 00:00:23.373000,227.0,251.0,273.0,307.0,MEDIUM,2.0,True,,94.215,29.848,40.994,23.373
2,3,65.0,BOR,Audi,,0 days 00:00:48.407000,0 days 00:01:22.775000,0 days 00:00:32.650000,124.0,110.0,293.0,185.0,MEDIUM,3.0,True,,,48.407,82.775,32.65
2,3,66.0,BOR,Audi,0 days 00:01:34.365000,0 days 00:00:29.901000,0 days 00:00:41.177000,0 days 00:00:23.287000,227.0,251.0,272.0,317.0,MEDIUM,4.0,True,,94.365,29.901,41.177,23.287
2,3,67.0,BOR,Audi,0 days 00:01:52.596000,0 days 00:00:33.370000,0 days 00:00:49.844000,0 days 00:00:29.382000,220.0,234.0,,252.0,MEDIUM,5.0,True,,112.596,33.37,49.844,29.382
2,3,68.0,BOR,Audi,,,0 days 00:00:46.208000,0 days 00:00:26.944000,227.0,222.0,295.0,185.0,MEDIUM,5.0,False,,,,46.208,26.944
2,3,69.0,BOR,Audi,0 days 00:01:33.755000,0 days 00:00:29.760000,0 days 00:00:40.807000,0 days 00:00:23.188000,227.0,251.0,276.0,309.0,MEDIUM,6.0,False,,93.755,29.76,40.807,23.188
2,3,70.0,BOR,Audi,,0 days 00:00:52.927000,0 days 00:01:19.581000,0 days 00:00:48.858000,66.0,154.0,293.0,180.0,MEDIUM,7.0,False,,,52.927,79.581,48.858
2,3,71.0,BOR,Audi,,0 days 00:00:30.695000,0 days 00:00:44.449000,,228.0,223.0,,299.0,MEDIUM,8.0,False,,,30.695,44.449,
